kind,metric,rho,tau,wins,full,rule
soft_gate,high:claude_vlm_listener_utility_norm|low:clip_mean_norm,0.9270328505917964,0.8312770389906314,51/54,13/18,weight=high_need_seconds_frac
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9270093902063262,0.840554068379014,54/54,15/18,mean_speech_density>=1.000
soft_gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9270093902063262,0.840554068379014,53/54,17/18,weight=max_need
soft_gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9270093902063262,0.840554068379014,54/54,17/18,weight=mean_speech_density
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9269384513593092,0.8390405781793617,53/54,16/18,high_need_seconds_frac>=0.550
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9269384513593092,0.8390405781793617,53/54,16/18,tribe_pressure>=0.609
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.926933978446645,0.842424736995548,52/54,16/18,max_need>=0.838
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9269308461160903,0.8369844000163349,53/54,15/18,mean_speech_density>=0.682
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9269203672701164,0.841023063245706,54/54,17/18,mean_speech_density>=0.682
soft_gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9269168888055114,0.8318478314590481,53/54,17/18,weight=mean_need
gate,high:gpt_vlm_completeness_norm|low:selected3_mean,0.9268652599032643,0.8449021777363939,53/54,17/18,max_need>=0.624
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.926857577095132,0.8422489566574364,53/54,16/18,mean_speech_density>=0.874
gate,high:claude_vlm_specificity_norm|low:clip_mean_norm,0.9268191130076223,0.843413461418433,52/54,15/18,extended_seconds_frac>=0.364
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9268114207647504,0.8424550370304574,53/54,15/18,high_need_seconds_frac>=0.373
gate,high:all4_mean|low:claude_vlm_completeness_norm,0.9267501809259058,0.843325404512853,54/54,16/18,mean_speech_density>=0.874
gate,high:selected3_mean|low:claude_vlm_listener_utility_norm,0.9266251483682585,0.8410228361004687,53/54,14/18,high_need_seconds_frac>=0.550
gate,high:selected3_mean|low:claude_vlm_listener_utility_norm,0.9266251483682585,0.8410228361004687,53/54,14/18,tribe_pressure>=0.609
soft_gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9266152562351223,0.8351173063721382,54/54,16/18,weight=mean_speech_density
soft_gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9266152562351223,0.8341831706826838,53/54,15/18,weight=max_need
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9266077286270642,0.8429009804124498,53/54,15/18,high_need_seconds_frac>=0.550
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9266077286270642,0.8429009804124498,53/54,15/18,tribe_pressure>=0.609
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9265846531398015,0.8427120526995729,53/54,15/18,extended_seconds_frac>=0.477
gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9265615793764129,0.851072820840361,53/54,16/18,max_need>=0.771
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9264385484104602,0.8400803334160535,52/54,13/18,mean_need>=0.378
gate,high:selected3_mean|low:strict_all4_80adqa_20clip,0.9264293135796922,0.8350215301572559,54/54,16/18,max_need>=0.838
soft_gate,high:strict_all4_80adqa_20clip|low:selected3_mean,0.9264293135796922,0.8350215301572559,53/54,15/18,weight=mean_speech_density
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9263269823726924,0.8379227233347387,54/54,15/18,mean_need>=0.374
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9263269823726924,0.8379227233347387,54/54,15/18,tribe_pressure>=0.484
soft_gate,high:clip_mean_norm|low:gpt_vlm_listener_utility_norm,0.9263269823726924,0.8313544601059111,54/54,16/18,weight=max_need
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9263161167047512,0.840082321564223,54/54,17/18,max_need>=0.641
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9263161167047512,0.840082321564223,54/54,17/18,mean_speech_density>=0.874
gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9263145809287374,0.8422628880765435,53/54,16/18,max_need>=0.730
gate,high:all4_mean|low:vlm_best_dims_mean,0.9263069313473731,0.8430277593994486,54/54,17/18,mean_speech_density>=0.682
gate,high:all4_mean|low:vlm_best_dims_mean,0.9263069313473731,0.8430277593994486,54/54,16/18,mean_speech_density>=1.000
soft_gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9262740075562479,0.8344604768862075,53/54,17/18,weight=max_need
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9262433363941037,0.839276302883284,53/54,17/18,mean_need>=0.374
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9262433363941037,0.839276302883284,53/54,17/18,tribe_pressure>=0.484
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9262117610331744,0.8411016146533277,53/54,14/18,max_need>=0.838
soft_gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.926174332482599,0.8381629577508193,53/54,15/18,weight=mean_speech_density
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9261656406915032,0.8401631990820385,52/54,13/18,high_need_seconds_frac>=0.550
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9261656406915032,0.8401631990820385,52/54,13/18,tribe_pressure>=0.609
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9260193130309794,0.8410228361004687,53/54,14/18,mean_need>=0.378
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9260156906843883,0.8419404094946009,53/54,15/18,mean_need>=0.393
single,strict_all4_80adqa_20clip,0.9260119910943441,0.8341831706826838,54/54,16/18,
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9259400478098228,0.8391707893062995,54/54,15/18,max_need>=0.838
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9258787303223585,0.8412094642868545,53/54,16/18,extended_seconds_frac>=0.628
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9258787303223585,0.8412094642868545,53/54,16/18,extended_seconds_frac>=0.727
gate,high:selected3_mean|low:strict_all4_80adqa_20clip,0.9258333645260074,0.834263080262996,53/54,15/18,mean_need>=0.487
gate,high:selected3_mean|low:strict_all4_80adqa_20clip,0.9258333645260074,0.834263080262996,53/54,15/18,tribe_pressure>=0.710
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9258312468382476,0.841037689921371,52/54,13/18,mean_need>=0.549
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9258312468382476,0.841037689921371,52/54,13/18,high_need_seconds_frac>=0.759
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9258312468382476,0.841037689921371,52/54,13/18,tribe_pressure>=0.919
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9258257765675884,0.8350215301572559,54/54,16/18,mean_need>=0.374
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9258257765675884,0.8350215301572559,54/54,16/18,tribe_pressure>=0.484
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9258257765675884,0.8340854073655998,54/54,16/18,max_need>=0.771
gate,high:selected3_mean|low:strict_all4_80adqa_20clip,0.9258257765675884,0.8340854073655998,54/54,16/18,max_need>=0.771
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9258257765675884,0.8340854073655998,54/54,16/18,max_need>=0.838
gate,high:claude_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9258257765675884,0.8340854073655998,54/54,16/18,max_need>=0.838
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9257231186292942,0.8379227233347387,54/54,17/18,mean_need>=0.393
soft_gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9257118661393859,0.8316156464308772,54/54,15/18,weight=mean_need
soft_gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9257087505945787,0.8394141973615157,53/54,16/18,weight=high_need_seconds_frac
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9256290963841342,0.8381358406103981,53/54,17/18,tribe_pressure>=0.522
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9256197739551701,0.839954827438452,52/54,15/18,mean_speech_density>=1.000
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9256120914113034,0.8409136799811899,53/54,15/18,mean_need>=0.374
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9256120914113034,0.8409136799811899,53/54,15/18,tribe_pressure>=0.484
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9256044090587264,0.8407258712284331,53/54,15/18,tribe_pressure>=0.522
gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.925544817687134,0.8425584281240763,53/54,15/18,max_need>=0.624
gate,high:clip_mean_norm|low:vlm_best_dims_mean,0.9254891967194336,0.8467967291522637,53/54,15/18,high_need_seconds_frac>=0.727
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9254236333371001,0.840979838576752,53/54,15/18,mean_need>=0.487
gate,high:gpt_vlm_completeness_norm|low:gpt_vlm_listener_utility_norm,0.9254236333371001,0.840979838576752,53/54,15/18,tribe_pressure>=0.710
soft_gate,high:vlm_best_dims_mean|low:clip_mean_norm,0.9254087259535662,0.8276442208565038,53/54,14/18,weight=extended_seconds_frac
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9253794366207059,0.8411633547999438,53/54,14/18,mean_need>=0.487
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9253794366207059,0.8411633547999438,53/54,14/18,tribe_pressure>=0.710
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9253181501702109,0.8402311109639249,53/54,14/18,mean_need>=0.393
gate,high:clip_mean_norm|low:claude_vlm_specificity_norm,0.9252546580941018,0.8476381584425198,53/54,16/18,mean_need>=0.487
gate,high:clip_mean_norm|low:claude_vlm_specificity_norm,0.9252546580941018,0.8476381584425198,53/54,16/18,tribe_pressure>=0.710
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9252469796003481,0.8385392177586735,52/54,13/18,extended_seconds_frac>=0.477
gate,high:strict_all4_80adqa_20clip|low:all4_mean,0.9251192548858961,0.8369844000163349,54/54,17/18,max_need>=0.624
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9251192548858961,0.8360460766979309,54/54,15/18,extended_seconds_frac>=0.364
gate,high:strict_all4_80adqa_20clip|low:vlm_best_dims_mean,0.9251076155740208,0.8363193548382916,54/54,15/18,extended_seconds_frac>=0.477
soft_gate,high:claude_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9251070933831771,0.8309136957695938,53/54,16/18,weight=max_need
soft_gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9250952806850481,0.8382809814749022,54/54,16/18,weight=extended_seconds_frac
gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9250891974428179,0.8492442351750568,53/54,16/18,max_need>=0.838
gate,high:clip_mean_norm|low:selected3_mean,0.924922989882231,0.8393285842125399,54/54,17/18,mean_need>=0.549
gate,high:clip_mean_norm|low:selected3_mean,0.924922989882231,0.8393285842125399,54/54,17/18,high_need_seconds_frac>=0.759
gate,high:clip_mean_norm|low:selected3_mean,0.924922989882231,0.8393285842125399,54/54,17/18,tribe_pressure>=0.919
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9249126192705472,0.8375004372095259,52/54,13/18,high_need_seconds_frac>=0.417
gate,high:clip_mean_norm|low:vlm_best_dims_mean,0.9248819203436335,0.845840436968015,53/54,15/18,extended_seconds_frac>=0.628
gate,high:clip_mean_norm|low:vlm_best_dims_mean,0.9248819203436335,0.845840436968015,53/54,15/18,extended_seconds_frac>=0.727
gate,high:claude_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9248173230141971,0.833700268401921,53/54,15/18,mean_need>=0.487
gate,high:claude_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9248173230141971,0.833700268401921,53/54,15/18,tribe_pressure>=0.710
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.924813033581613,0.8324914429263576,53/54,15/18,mean_need>=0.549
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.924813033581613,0.8324914429263576,53/54,15/18,high_need_seconds_frac>=0.759
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.924813033581613,0.8324914429263576,53/54,15/18,tribe_pressure>=0.919
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9248076423564213,0.8400730644052679,53/54,14/18,mean_need>=0.374
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9248076423564213,0.8400730644052679,53/54,14/18,tribe_pressure>=0.484
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9248076423564213,0.8400730644052679,53/54,14/18,tribe_pressure>=0.522
gate,high:selected3_mean|low:claude_vlm_listener_utility_norm,0.9248076423564213,0.8381735210148659,53/54,14/18,extended_seconds_frac>=0.477
soft_gate,high:claude_vlm_listener_utility_norm|low:clip_mean_norm,0.9248003733070105,0.8359044304581255,51/54,13/18,weight=mean_speech_density
gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9247471086489063,0.8476256477803557,53/54,16/18,high_need_seconds_frac>=0.727
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9246338588604763,0.8335043450139159,53/54,16/18,max_need>=0.771
soft_gate,high:clip_mean_norm|low:claude_vlm_specificity_norm,0.9246187025433802,0.827532547824007,54/54,15/18,weight=extended_seconds_frac
gate,high:claude_vlm_listener_utility_norm|low:gpt_vlm_listener_utility_norm,0.9246166436938222,0.8381656204054185,53/54,13/18,max_need>=0.641
gate,high:selected3_mean|low:gpt_vlm_completeness_norm,0.9246116312137206,0.8393561695387264,53/54,15/18,high_need_seconds_frac>=0.550
gate,high:selected3_mean|low:gpt_vlm_completeness_norm,0.9246116312137206,0.8393561695387264,53/54,15/18,tribe_pressure>=0.609
soft_gate,high:gpt_vlm_listener_utility_norm|low:clip_mean_norm,0.9245276301072952,0.8361657507511914,52/54,16/18,weight=mean_speech_density
gate,high:all4_mean|low:strict_all4_80adqa_20clip,0.9245153911424979,0.8360460766979309,54/54,17/18,mean_speech_density>=1.000
gate,high:strict_all4_80adqa_20clip|low:selected3_mean,0.9245153911424979,0.8332311067427189,53/54,15/18,mean_speech_density>=0.682
soft_gate,high:clip_mean_norm|low:claude_vlm_completeness_norm,0.9245153911424979,0.8285394901506992,54/54,14/18,weight=high_need_seconds_frac
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9245047246877819,0.8405479502528683,53/54,17/18,mean_need>=0.487
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9245047246877819,0.8405479502528683,53/54,17/18,tribe_pressure>=0.710
gate,high:all4_mean|low:vlm_best_dims_mean,0.9244970899262611,0.8403637609331917,53/54,15/18,extended_seconds_frac>=0.477
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9244510886253525,0.8382244141471019,53/54,15/18,high_need_seconds_frac>=0.373
gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9243470854563829,0.840837823241861,54/54,17/18,mean_speech_density>=0.874
gate,high:clip_mean_norm|low:claude_vlm_completeness_norm,0.9242976527589638,0.8454479647629564,53/54,15/18,extended_seconds_frac>=0.628
gate,high:clip_mean_norm|low:claude_vlm_completeness_norm,0.9242976527589638,0.8454479647629564,53/54,15/18,extended_seconds_frac>=0.727
gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9242778301909206,0.8479940085854393,53/54,16/18,extended_seconds_frac>=0.628
gate,high:clip_mean_norm|low:gpt_vlm_completeness_norm,0.9242778301909206,0.8479940085854393,53/54,16/18,extended_seconds_frac>=0.727
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9242392044248527,0.8356273709957405,54/54,15/18,extended_seconds_frac>=0.477
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9242018070191422,0.8391232927100668,53/54,14/18,extended_seconds_frac>=0.364
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9240897162936549,0.8371812439810015,53/54,14/18,max_need>=0.730
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9240783595632817,0.837557696081607,54/54,15/18,max_need>=0.838
gate,high:claude_vlm_specificity_norm|low:clip_mean_norm,0.9240630210175044,0.8387262038726621,52/54,15/18,mean_need>=0.374
gate,high:claude_vlm_specificity_norm|low:clip_mean_norm,0.9240630210175044,0.8387262038726621,52/54,15/18,tribe_pressure>=0.484
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9240438219769024,0.8391164992272139,53/54,17/18,max_need>=0.730
soft_gate,high:clip_mean_norm|low:claude_vlm_specificity_norm,0.9240151655312763,0.8265964250323509,54/54,15/18,weight=high_need_seconds_frac
gate,high:clip_mean_norm|low:claude_vlm_specificity_norm,0.9239786726665383,0.8445937070408964,53/54,16/18,high_need_seconds_frac>=0.727
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9239294102744763,0.8401508488392759,53/54,15/18,high_need_seconds_frac>=0.373
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9239141494343996,0.8390163158105703,53/54,15/18,mean_need>=0.374
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9239141494343996,0.8390163158105703,53/54,15/18,tribe_pressure>=0.484
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9239115273990999,0.8332311067427189,54/54,15/18,tribe_pressure>=0.522
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9238988893505028,0.8386484068624662,53/54,15/18,extended_seconds_frac>=0.364
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_specificity_norm,0.9238436963200798,0.8372653473116932,53/54,16/18,tribe_pressure>=0.522
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9237286878714336,0.8380603261437342,52/54,13/18,extended_seconds_frac>=0.628
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9237286878714336,0.8380603261437342,52/54,13/18,extended_seconds_frac>=0.727
gate,high:gpt_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9236798839806692,0.8337552001217243,53/54,16/18,high_need_seconds_frac>=0.373
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9236284409165452,0.8402894356007107,52/54,15/18,mean_speech_density>=0.682
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9236264825989766,0.8368244597318806,53/54,14/18,extended_seconds_frac>=0.364
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9236264825989766,0.8344484675123125,52/54,15/18,mean_speech_density>=1.000
gate,high:selected3_mean|low:strict_all4_80adqa_20clip,0.9236064934203846,0.8306227752654679,53/54,15/18,mean_need>=0.549
gate,high:selected3_mean|low:strict_all4_80adqa_20clip,0.9236064934203846,0.8306227752654679,53/54,15/18,high_need_seconds_frac>=0.759
gate,high:selected3_mean|low:strict_all4_80adqa_20clip,0.9236064934203846,0.8306227752654679,53/54,15/18,tribe_pressure>=0.919
gate,high:claude_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.9235899016142001,0.8359044304581255,53/54,14/18,max_need>=0.624
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9235596147197803,0.8395431748534968,53/54,15/18,high_need_seconds_frac>=0.727
gate,high:clip_mean_norm|low:claude_vlm_specificity_norm,0.9235246682673457,0.8455190631966681,53/54,16/18,max_need>=0.771
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.923513739135575,0.8353498636862368,54/54,15/18,max_need>=0.771
gate,high:all4_mean|low:claude_vlm_specificity_norm,0.9234908039069271,0.8401503373295631,53/54,16/18,mean_speech_density>=1.000
gate,high:selected3_mean|low:gpt_vlm_completeness_norm,0.9234761048295045,0.8381910368311166,53/54,15/18,extended_seconds_frac>=0.477
gate,high:claude_vlm_specificity_norm|low:clip_mean_norm,0.9234556841650445,0.8377682070664112,52/54,15/18,tribe_pressure>=0.522
gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9234143654840912,0.8399902192972654,53/54,15/18,max_need>=0.641
soft_gate,high:claude_vlm_listener_utility_norm|low:clip_mean_norm,0.923411628519172,0.8256603022406948,51/54,13/18,weight=extended_seconds_frac
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9233963679776271,0.8295923727290239,54/54,15/18,max_need>=0.641
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9233083040905085,0.8399665041636967,53/54,17/18,max_need>=0.730
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9233076636557018,0.8322927834243151,54/54,15/18,mean_need>=0.374
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9233076636557018,0.8322927834243151,54/54,15/18,tribe_pressure>=0.484
soft_gate,high:clip_mean_norm|low:selected3_mean,0.9233076636557018,0.8313544601059111,54/54,17/18,weight=max_need
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_completeness_norm,0.9232948638779254,0.8325563881123601,54/54,16/18,mean_speech_density>=0.682
gate,high:gpt_vlm_listener_utility_norm|low:all4_mean,0.9232028077959713,0.834317454092811,53/54,16/18,high_need_seconds_frac>=0.373
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.923179880668817,0.8389046950267303,53/54,17/18,mean_need>=0.393
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9231340315384611,0.836071168915093,54/54,16/18,mean_speech_density>=0.874
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9231137105169617,0.8369160019549015,52/54,13/18,high_need_seconds_frac>=0.727
soft_gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9229956653904539,0.8285783565459581,54/54,16/18,weight=mean_speech_density
soft_gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.9229694516930449,0.8364868503553979,54/54,17/18,weight=mean_speech_density
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.922891881667634,0.8365187317302947,52/54,15/18,mean_speech_density>=1.000
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9228636656959622,0.8356399909961312,54/54,15/18,max_need>=0.838
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9228232181446923,0.8306947798060037,53/54,16/18,max_need>=0.838
soft_gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_listener_utility_norm,0.9228080915070682,0.8284686706156632,54/54,16/18,weight=extended_seconds_frac
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9227481834900106,0.8359494953713166,53/54,14/18,mean_need>=0.374
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9227481834900106,0.8359494953713166,53/54,14/18,tribe_pressure>=0.484
gate,high:strict_all4_80adqa_20clip|low:gpt_vlm_completeness_norm,0.9227340832757274,0.8328275041883895,54/54,15/18,high_need_seconds_frac>=0.373
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9226948386168863,0.8369323409139081,53/54,14/18,high_need_seconds_frac>=0.550
gate,high:all4_mean|low:claude_vlm_listener_utility_norm,0.9226948386168863,0.8369323409139081,53/54,14/18,tribe_pressure>=0.609
gate,high:all4_mean|low:vlm_best_dims_mean,0.9224969623677857,0.8383758843439673,54/54,16/18,mean_speech_density>=0.874
gate,high:claude_vlm_listener_utility_norm|low:strict_all4_80adqa_20clip,0.922396065703132,0.8313240741886523,53/54,15/18,max_need>=0.730
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9223766837567055,0.8370402884323258,53/54,16/18,mean_need>=0.549
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9223766837567055,0.8370402884323258,53/54,16/18,high_need_seconds_frac>=0.759
gate,high:gpt_vlm_completeness_norm|low:all4_mean,0.9223766837567055,0.8370402884323258,53/54,16/18,tribe_pressure>=0.919
gate,high:gpt_vlm_listener_utility_norm|low:claude_vlm_listener_utility_norm,0.9222945928530955,0.8360136283906103,53/54,14/18,mean_speech_density>=0.874
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9222563187623024,0.8346811384533932,54/54,15/18,max_need>=0.771
gate,high:clip_mean_norm|low:claude_vlm_specificity_norm,0.9221874374049714,0.8422861539935805,53/54,16/18,extended_seconds_frac>=0.628
gate,high:clip_mean_norm|low:claude_vlm_specificity_norm,0.9221874374049714,0.8422861539935805,53/54,16/18,extended_seconds_frac>=0.727
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9221090888809402,0.8340353908314058,53/54,16/18,max_need>=0.730
gate,high:all4_mean|low:gpt_vlm_listener_utility_norm,0.9220966134027256,0.8318899031621226,53/54,14/18,max_need>=0.641
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9220278289590276,0.8369683119296335,53/54,15/18,extended_seconds_frac>=0.628
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9220278289590276,0.8369683119296335,53/54,15/18,extended_seconds_frac>=0.727
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9219362398231148,0.8335794464701937,53/54,14/18,max_need>=0.641
gate,high:gpt_vlm_completeness_norm|low:clip_mean_norm,0.9219296906888679,0.8346013677656987,52/54,15/18,high_need_seconds_frac>=0.373
gate,high:gpt_vlm_completeness_norm|low:strict_all4_80adqa_20clip,0.9218997565398234,0.8349639714488303,53/54,16/18,mean_need>=0.393
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9218770011679922,0.8327154196320227,54/54,14/18,high_need_seconds_frac>=0.550
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_listener_utility_norm,0.9218770011679922,0.8327154196320227,54/54,14/18,tribe_pressure>=0.609
gate,high:all4_mean|low:gpt_vlm_completeness_norm,0.921824143115682,0.837192052308244,53/54,15/18,tribe_pressure>=0.522
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9218084833974978,0.8374199213072535,53/54,15/18,mean_need>=0.549
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9218084833974978,0.8374199213072535,53/54,15/18,high_need_seconds_frac>=0.759
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9218084833974978,0.8374199213072535,53/54,15/18,tribe_pressure>=0.919
gate,high:strict_all4_80adqa_20clip|low:claude_vlm_specificity_norm,0.9217918101736834,0.8313240741886523,54/54,17/18,mean_speech_density>=0.682
gate,high:claude_vlm_listener_utility_norm|low:all4_mean,0.9217665969201314,0.8347759969158473,52/54,15/18,max_need>=0.771
gate,high:gpt_vlm_listener_utility_norm|low:selected3_mean,0.9216558585171701,0.8353794665894747,53/54,16/18,high_need_seconds_frac>=0.727
soft_gate,high:clip_mean_norm|low:selected3_mean,0.92160101748286,0.8265964250323509,54/54,15/18,weight=tribe_pressure
gate,high:selected3_mean|low:gpt_vlm_listener_utility_norm,0.9215592676514253,0.8344143049020296,53/54,14/18,tribe_pressure>=0.522
