clip_key,corpus,clip_idx,video_id,category,window_idx,start_s,end_s,scene_spatial_gap,agent_action_gap,control_gap,mean_visual_gap,peak_visual_gap,dominant_type,dominance_margin,visual_minus_control,raw_trs,route
external_1-jIze6gy0g_000026_000036,external,,1-jIze6gy0g_000026_000036,How-to & Instructional,3,9.0,10.0,0.2509829731730753,0.20802127859837294,0.44843673133012574,0.2509829731730753,0.2509829731730753,scene_spatial,0.042961694574702336,-0.19745375815705046,1,static_ad_ok_low_gap
external_1HUWWCLza0w_000000_000010,external,,1HUWWCLza0w_000000_000010,Sports,0,0.0,3.3333333333333335,0.19004971734847945,0.12076391497036647,0.3568239329350154,0.19004971734847945,0.23677512900917497,scene_spatial,0.06928580237811298,-0.16677421558653596,3,static_ad_ok_low_gap
external_1HUWWCLza0w_000000_000010,external,,1HUWWCLza0w_000000_000010,Sports,1,3.3333333333333335,6.666666666666667,0.2501396958327536,0.04530217003354612,0.4521415995045562,0.2501396958327536,0.3753565821195691,scene_spatial,0.20483752579920747,-0.2020019036718026,3,layout_replay_or_scene_cue
external_1HUWWCLza0w_000000_000010,external,,1HUWWCLza0w_000000_000010,Sports,2,6.666666666666667,10.0,0.3214421497464602,0.524131596515513,0.10599108709272735,0.6698364975581604,1.368165970638435,agent_action,0.20268944676905282,0.41814050942278563,3,action_state_or_agent_cue
external_1YemrpNBpf4_000001_000011,external,,1YemrpNBpf4_000001_000011,Entertainment,0,0.0,3.0,0.0969869026368968,0.5349265600658504,0.010277565580095146,0.5349265600658504,0.7834556265811858,agent_action,0.4379396574289536,0.5246489944857552,3,action_state_or_agent_cue
external_1YemrpNBpf4_000001_000011,external,,1YemrpNBpf4_000001_000011,Entertainment,1,3.0,6.0,0.05640809502002172,0.10431173246915693,0.09337477669278775,0.1122741823775526,0.15458976158447058,agent_action,0.04790363744913521,0.010936955776369175,3,static_ad_ok_low_gap
external_1YemrpNBpf4_000001_000011,external,,1YemrpNBpf4_000001_000011,Entertainment,2,6.0,9.0,0.12319164612845306,0.032776657309503486,0.08016278591204766,0.12319164612845306,0.15546816015267817,scene_spatial,0.09041498881894958,0.043028860216405396,3,static_ad_ok_low_gap
external_1YemrpNBpf4_000001_000011,external,,1YemrpNBpf4_000001_000011,Entertainment,3,9.0,10.0,0.2825121868873731,0.030477441136391392,0.06147897250177059,0.2825121868873731,0.2825121868873731,scene_spatial,0.2520347457509817,0.22103321438560253,1,static_ad_ok_low_gap
external_1kLhK8KfIEw_000020_000030,external,,1kLhK8KfIEw_000020_000030,How-to & Instructional,0,0.0,3.0,0.30316176422870306,0.1189229019929053,0.035904530140458434,0.30316176422870306,0.3424298273587043,scene_spatial,0.18423886223579777,0.26725723408824464,3,layout_replay_or_scene_cue
external_1kLhK8KfIEw_000020_000030,external,,1kLhK8KfIEw_000020_000030,How-to & Instructional,1,3.0,6.0,0.3005788958035455,0.09943341429741388,0.02617862368127462,0.3005788958035455,0.34323840583181753,scene_spatial,0.20114548150613165,0.2744002721222709,3,layout_replay_or_scene_cue
external_1kLhK8KfIEw_000020_000030,external,,1kLhK8KfIEw_000020_000030,How-to & Instructional,2,6.0,9.0,0.24323881435356567,0.10766823200816422,0.1708900275579941,0.24323881435356567,0.3371298572014202,scene_spatial,0.13557058234540145,0.07234878679557158,3,layout_replay_or_scene_cue
external_1kLhK8KfIEw_000020_000030,external,,1kLhK8KfIEw_000020_000030,How-to & Instructional,3,9.0,10.0,0.38394841934619484,0.21161634236450766,0.5717336811440222,0.38394841934619484,0.38394841934619484,scene_spatial,0.17233207698168718,-0.1877852617978274,1,layout_replay_or_scene_cue
external_21T1JDdJgsM_000047_000057,external,,21T1JDdJgsM_000047_000057,Entertainment,0,0.0,3.6363636363636362,0.15189393434984436,0.07746034972466431,0.095299160335764,0.15189393434984436,0.2836864322286531,scene_spatial,0.07443358462518004,0.05659477401408036,4,static_ad_ok_low_gap
