clip_key,corpus,clip_idx,video_id,category,duration_s,t,start_s,end_s,scene_spatial_gap,agent_action_gap,control_gap,visual_gap,dominant_type,dominance_margin,visual_minus_control
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,2,2.98,4.47,0.06685000404374597,0.04195185246760391,0.13371876047638132,0.06685000404374597,scene_spatial,0.024898151576142058,-0.06686875643263535
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,3,4.47,5.96,0.06741081236558255,0.021736484781524235,0.14525910003503628,0.06741081236558255,scene_spatial,0.045674327584058316,-0.07784828766945373
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,4,5.96,7.45,0.0799804016421859,0.04654610138325932,0.06593847738265446,0.0799804016421859,scene_spatial,0.033434300258926575,0.014041924259531435
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,5,7.45,8.94,0.12303551115767553,0.04088962309288047,0.18616393172571644,0.12303551115767553,scene_spatial,0.08214588806479506,-0.06312842056804091
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,6,8.94,10.43,0.12751624896200886,0.07594802981264437,0.27434054844340894,0.12751624896200886,scene_spatial,0.05156821914936449,-0.14682429948140008
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,7,10.43,11.92,0.1513160241525211,0.10841826401742849,0.16279280242010952,0.1513160241525211,scene_spatial,0.04289776013509261,-0.011476778267588417
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,8,11.92,13.41,0.13635793151868203,0.06964818153792485,0.13225548735633041,0.13635793151868203,scene_spatial,0.06670974998075718,0.004102444162351615
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,9,13.41,14.9,0.12697526579641205,0.06206038737505748,0.11947355788276448,0.12697526579641205,scene_spatial,0.06491487842135457,0.007501707913647571
inbench_clip_05_PbGvLf7HvXQ_000063_000073,inbench,5.0,PbGvLf7HvXQ_000063_000073,Food & Cooking,16.39,10,14.9,16.39,0.042077880300635084,0.025818843360624344,0.17098216138799005,0.042077880300635084,scene_spatial,0.01625903694001074,-0.12890428108735497
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,0,0.0,1.6254545454545453,0.3581421093155853,0.21837368118653,0.05193275801524733,0.3581421093155853,scene_spatial,0.13976842812905532,0.306209351300338
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,1,1.6254545454545453,3.2509090909090905,0.13707578119923347,0.043338207650469474,0.046922369099487216,0.13707578119923347,scene_spatial,0.093737573548764,0.09015341209974626
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,2,3.2509090909090905,4.876363636363636,0.14597308978170387,0.05132921066413143,0.11517865450565212,0.14597308978170387,scene_spatial,0.09464387911757244,0.030794435276051746
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,3,4.876363636363636,6.501818181818181,0.09698142339860394,0.034269627371128375,0.20356448234054425,0.09698142339860394,scene_spatial,0.06271179602747556,-0.10658305894194031
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,4,6.501818181818181,8.127272727272727,0.07222125623322928,0.027770249284464477,0.10822631749550271,0.07222125623322928,scene_spatial,0.044451006948764804,-0.03600506126227343
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,5,8.127272727272727,9.752727272727272,0.06668478841058001,0.022235394406039055,0.11127550374773443,0.06668478841058001,scene_spatial,0.044449394004540954,-0.04459071533715442
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,6,9.752727272727272,11.378181818181817,0.06396754461963128,0.024404753360906084,0.0943736944457011,0.06396754461963128,scene_spatial,0.039562791258725194,-0.030406149826069817
inbench_clip_06_0HEi6q3bGaw_000011_000021,inbench,6.0,0HEi6q3bGaw_000011_000021,Travel,17.88,7,11.378181818181817,13.003636363636362,0.06713733183488768,0.02622811935004077,0.15887795359491041,0.06713733183488768,scene_spatial,0.04090921248484691,-0.09174062176002273
