clip_key,corpus,clip_idx,video_id,category,duration_s,n_trs,mean_scene_spatial_gap,mean_agent_action_gap,mean_control_gap,mean_visual_gap,max_visual_gap,dominant_clip_type,scene_agent_time_rho,scene_agent_peak_apart,top1_share,uniform_null,top1_vs_uniform,top_windows
external_RlfVK8z5wJ0_000000_000010,external,,RlfVK8z5wJ0_000000_000010,Sports,10.0,10,0.27812995372929294,0.024405478594441022,0.16150324581120326,0.27812995372929294,0.5577384386638331,scene_spatial,0.653172218380755,0,0.20053159725711756,0.1,2.0053159725711756,"0.0-3.0s scene_spatial (layout_replay_or_scene_cue, peak=0.558); 9.0-10.0s scene_spatial (layout_replay_or_scene_cue, peak=0.372); 6.0-9.0s scene_spatial (layout_replay_or_scene_cue, peak=0.312)"
external_jeweRSnAJeo_000050_000060,external,,jeweRSnAJeo_000050_000060,Film & Animation,10.0,11,0.2946862708111149,0.11237387833034486,0.15831475420143876,0.29497734848555496,0.5153065741077678,scene_spatial,0.0051718527637411495,1,0.15881237129606007,0.09090909090909091,1.7469360842566608,"6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.515); 3.6-6.4s scene_spatial (layout_replay_or_scene_cue, peak=0.468); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.206)"
external_750QhTe9Z4U_000000_000010,external,,750QhTe9Z4U_000000_000010,People & Vlogs,10.0,10,0.14900794577411744,0.07495325746907508,0.07660538850040013,0.1550594798400192,0.4508565683102179,scene_spatial,0.8580088292566509,0,0.2907636274643665,0.1,2.907636274643665,"0.0-3.0s scene_spatial (layout_replay_or_scene_cue, peak=0.451); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.182); 3.0-6.0s scene_spatial (static_ad_ok_low_gap, peak=0.148)"
external_9fuIpQgnNEQ_000049_000059,external,,9fuIpQgnNEQ_000049_000059,Event,10.0,11,0.05882426491212691,0.05752106515519934,0.07752184254031512,0.08256238289820637,0.43344505795107424,scene_spatial,0.5756360918577281,1,0.4772645216157687,0.09090909090909091,5.249909737773455,"0.0-3.6s scene_spatial (layout_replay_or_scene_cue, peak=0.433); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.027); 9.1-10.0s agent_action (static_ad_ok_low_gap, peak=0.017)"
external_AEkLDauJVi0_000069_000079,external,,AEkLDauJVi0_000069_000079,Food & Cooking,10.0,11,0.2749336523151358,0.07217754391364094,0.10458705281424234,0.2749336523151358,0.41823743215332343,scene_spatial,0.5352979133285164,0,0.13829367347737387,0.09090909090909091,1.5212304082511126,"0.0-3.6s scene_spatial (layout_replay_or_scene_cue, peak=0.418); 6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.373); 3.6-6.4s scene_spatial (layout_replay_or_scene_cue, peak=0.327)"
external_OASCPKazLIM_000132_000142,external,,OASCPKazLIM_000132_000142,How-to & Instructional,10.0,11,0.1641984303178564,0.06516686216084065,0.14500406921667144,0.16810691305391517,0.41541523801848446,scene_spatial,0.5324529539155274,1,0.2246488318177139,0.09090909090909091,2.4711371499948527,"6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.415); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.208); 0.0-3.6s scene_spatial (static_ad_ok_low_gap, peak=0.167)"
external_RjPp0ZPW0yc_000000_000010,external,,RjPp0ZPW0yc_000000_000010,How-to & Instructional,10.0,11,0.2663328261450171,0.09077978746934355,0.08237884939330975,0.2663328261450171,0.40561520414596874,scene_spatial,0.6182009963803269,0,0.13845123787984567,0.09090909090909091,1.5229636166783023,"0.0-3.6s scene_spatial (layout_replay_or_scene_cue, peak=0.406); 6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.372); 3.6-6.4s scene_spatial (layout_replay_or_scene_cue, peak=0.332)"
external_xW6hpK-DBMY_000080_000090,external,,xW6hpK-DBMY_000080_000090,How-to & Instructional,10.0,11,0.09935850416735245,0.10197716614705014,0.09163207878007261,0.1357094317782581,0.4012098956713289,agent_action,0.3654666219767752,1,0.26876265268583294,0.09090909090909091,2.9563891795441624,"0.0-3.6s agent_action (action_state_or_agent_cue, peak=0.401); 9.1-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.134); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.115)"
external_D297atE3gag_000203_000213,external,,D297atE3gag_000203_000213,How-to & Instructional,10.0,10,0.09297377049501108,0.12727928998342536,0.01894694505347716,0.1299239569883623,0.39717339339819524,agent_action,0.9330263337494256,0,0.30569681112296426,0.1,3.0569681112296423,"0.0-3.0s agent_action (action_state_or_agent_cue, peak=0.397); 3.0-6.0s agent_action (static_ad_ok_low_gap, peak=0.120); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.088)"
external_1kLhK8KfIEw_000020_000030,external,,1kLhK8KfIEw_000020_000030,How-to & Instructional,10.0,10,0.29248868425036373,0.11896899872599578,0.12706532252832037,0.29248868425036373,0.38394841934619484,scene_spatial,0.7605862173856002,0,0.13126949520465675,0.1,1.3126949520465674,"9.0-10.0s scene_spatial (layout_replay_or_scene_cue, peak=0.384); 3.0-6.0s scene_spatial (layout_replay_or_scene_cue, peak=0.343); 0.0-3.0s scene_spatial (layout_replay_or_scene_cue, peak=0.342)"
external_lgJywzzdUC8_000000_000010,external,,lgJywzzdUC8_000000_000010,Event,10.0,10,0.19169140750254027,0.1034845393197235,0.13206020923805015,0.19169140750254027,0.3726289204622779,scene_spatial,0.7767179694272235,1,0.19438999656640316,0.1,1.9438999656640314,"9.0-10.0s scene_spatial (layout_replay_or_scene_cue, peak=0.373); 6.0-9.0s scene_spatial (layout_replay_or_scene_cue, peak=0.312); 0.0-3.0s scene_spatial (static_ad_ok_low_gap, peak=0.260)"
external_c_gQ9CSaZY4_000000_000010,external,,c_gQ9CSaZY4_000000_000010,How-to & Instructional,10.0,11,0.13592032436438906,0.06925181810876102,0.13741244011649656,0.1399189380536967,0.352719957851357,scene_spatial,0.4892434443641492,0,0.22917162722785936,0.09090909090909091,2.520887899506453,"6.4-9.1s scene_spatial (layout_replay_or_scene_cue, peak=0.353); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.178); 0.0-3.6s agent_action (static_ad_ok_low_gap, peak=0.126)"
external_9eBhetL8n5Q_000222_000232,external,,9eBhetL8n5Q_000222_000232,People & Vlogs,10.0,11,0.14147990362291418,0.0678379467042974,0.05347191601779941,0.14147990362291418,0.34703246003305044,scene_spatial,0.691321356000156,1,0.22298859873156174,0.09090909090909091,2.4528745860471792,"0.0-3.6s scene_spatial (layout_replay_or_scene_cue, peak=0.347); 3.6-6.4s scene_spatial (static_ad_ok_low_gap, peak=0.138); 9.1-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.115)"
external_u-olDM7oGGM_000012_000022,external,,u-olDM7oGGM_000012_000022,Health & Wellness,10.0,10,0.10605749925481023,0.04819647036034062,0.14182053745315584,0.1198731951225767,0.3219531003410223,scene_spatial,0.6549211892765382,0,0.26857805868260054,0.1,2.6857805868260054,"0.0-3.0s agent_action (action_state_or_agent_cue, peak=0.322); 6.0-9.0s scene_spatial (static_ad_ok_low_gap, peak=0.178); 9.0-10.0s scene_spatial (static_ad_ok_low_gap, peak=0.105)"
