track,signal,n,positives,auc,average_precision,rho_critical_miss_rate,top_positive_budget_hits,top_positive_budget_recall
cached_full_vectors,old_scalar_collision,18,4,0.8214285714285714,0.47619047619047616,0.4609595212678843,2,0.5
cached_full_vectors,vector_collision,18,4,0.7142857142857143,0.4623397435897436,0.2880710905319453,2,0.5
cached_full_vectors,slotable_inverse,18,4,0.6875,0.740909090909091,0.31998168370814933,2,0.5
cached_full_vectors,speech_z,18,4,0.6875,0.6325757575757576,0.31998168370814933,2,0.5
cached_full_vectors,need_z,18,4,0.6785714285714286,0.37424242424242427,0.24395396202484954,2,0.5
cached_full_vectors,vector_policy_boundary,18,4,0.6607142857142857,0.4380952380952381,0.20424052634638568,2,0.5
cached_full_vectors,vector_gap_z,18,4,0.5892857142857143,0.34318181818181814,0.10921194811577567,2,0.5
cached_full_vectors,mean_standard_slot_score,18,4,0.3125,0.18647875816993464,-0.31998168370814933,0,0.0
cached_full_vectors,vector_texture_z,18,4,0.30357142857142855,0.19624819624819623,-0.31770748542771104,0,0.0
