run,kind,rho,tau,wins,full,w_adqa,clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.53,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.52,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.53,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.54,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.55,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.56,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.50,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.53,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.54,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9208922086821093,0.8229095502402755,54/54,15/18,0.58,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9204014868984101,0.8263043415623951,53/54,15/18,0.82,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9204014868984101,0.8263043415623951,53/54,15/18,0.82,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9204014868984101,0.8263043415623951,53/54,15/18,0.83,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9204014868984101,0.8244316971622536,53/54,13/18,0.45,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9204014868984101,0.823495374962183,53/54,13/18,0.36,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9204014868984101,0.823495374962183,53/54,13/18,0.39,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,15/18,0.51,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,15/18,0.51,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,14/18,0.45,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,14/18,0.49,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,15/18,0.51,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,15/18,0.52,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,15/18,0.55,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,15/18,0.56,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9202883449387113,0.8219712269218714,54/54,15/18,0.57,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.823495374962183,53/54,13/18,0.43,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.823495374962183,53/54,13/18,0.44,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.8225590527621122,53/54,13/18,0.34,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.8225590527621122,53/54,13/18,0.35,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.8225590527621122,53/54,13/18,0.37,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.8225590527621122,53/54,13/18,0.34,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.8225590527621122,53/54,13/18,0.35,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.8225590527621122,53/54,13/18,0.36,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9197979449397882,0.8225590527621122,53/54,13/18,0.32,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9196844811953132,0.8210329036034675,54/54,14/18,0.49,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9196844811953132,0.8210329036034675,54/54,14/18,0.50,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,adqa_norm,0.9192053643649133,0.8390744080860393,51/54,13/18,,
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9192053643649133,0.8390744080860393,51/54,13/18,1.00,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9192053643649133,0.8390744080860393,51/54,13/18,1.00,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9192053643649133,0.8390744080860393,51/54,13/18,1.00,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9192053643649133,0.8390744080860393,51/54,13/18,1.00,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9191944029811664,0.8225590527621122,53/54,13/18,0.42,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9191944029811664,0.8216227305620415,53/54,13/18,0.33,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9191944029811664,0.8216227305620415,53/54,13/18,0.40,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.919080617451915,0.8200945802850635,54/54,14/18,0.50,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.919080617451915,0.8200945802850635,54/54,14/18,0.49,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.919080617451915,0.8200945802850635,54/54,14/18,0.44,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.919080617451915,0.8200945802850635,54/54,14/18,0.46,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9185908610225443,0.8216227305620415,53/54,13/18,0.41,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9185908610225443,0.8206864083619708,53/54,13/18,0.33,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9185908610225443,0.8206864083619708,53/54,12/18,0.29,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9185908610225443,0.8206864083619708,53/54,13/18,0.31,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9184767537085169,0.8191562569666595,54/54,14/18,0.47,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9184767537085169,0.8191562569666595,54/54,14/18,0.48,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9184767537085169,0.8191562569666595,54/54,14/18,0.47,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9184767537085169,0.8191562569666595,54/54,14/18,0.48,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9184767537085169,0.8191562569666595,54/54,14/18,0.43,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9184767537085169,0.8191562569666595,54/54,14/18,0.48,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9179873190639223,0.8197500861619,53/54,13/18,0.39,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9179873190639223,0.8197500861619,53/54,13/18,0.32,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9179873190639223,0.8197500861619,53/54,12/18,0.30,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.45,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.46,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.47,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.48,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.49,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.46,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.38,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.37,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.38,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.39,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.40,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.41,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9178728899651187,0.8182179336482557,54/54,14/18,0.47,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9173837771053005,0.8188137639618295,53/54,13/18,0.32,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9173837771053005,0.8188137639618295,53/54,13/18,0.37,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9173837771053005,0.8188137639618295,53/54,13/18,0.38,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9173837771053005,0.8188137639618295,53/54,12/18,0.28,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9172690262217208,0.8172796103298516,54/54,14/18,0.43,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9172690262217208,0.8172796103298516,54/54,14/18,0.37,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9172690262217208,0.8172796103298516,54/54,14/18,0.39,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9172690262217208,0.8172796103298516,54/54,14/18,0.44,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9172690262217208,0.8172796103298516,54/54,14/18,0.45,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9172690262217208,0.8172796103298516,54/54,14/18,0.46,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9172690262217208,0.8172796103298516,54/54,14/18,0.42,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9167802351466786,0.8178774417617587,53/54,13/18,0.36,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.41,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.42,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.44,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.39,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.42,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.44,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.45,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.40,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.41,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.43,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9166651624783226,0.8163412870114476,54/54,14/18,0.36,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9161766931880567,0.8169411195616879,53/54,12/18,0.29,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9161766931880567,0.8169411195616879,53/54,12/18,0.31,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9161766931880567,0.8169411195616879,54/54,13/18,0.27,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,54/54,14/18,0.37,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,54/54,14/18,0.38,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,54/54,14/18,0.40,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,53/54,13/18,0.38,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,54/54,14/18,0.40,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,54/54,14/18,0.41,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,54/54,14/18,0.43,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,54/54,14/18,0.36,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9160612987349245,0.8154029636930438,54/54,14/18,0.42,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9155731512294347,0.8160047973616174,53/54,12/18,0.28,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9155731512294347,0.8160047973616174,53/54,12/18,0.31,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9155731512294347,0.8160047973616174,53/54,12/18,0.30,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9154574349915263,0.8144646403746397,54/54,14/18,0.39,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9154574349915263,0.8144646403746397,54/54,14/18,0.35,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.914969609270813,0.8150684751615466,53/54,12/18,0.30,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.914969609270813,0.8150684751615466,53/54,13/18,0.35,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9148535712481282,0.8135263170562359,53/54,13/18,0.36,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9148535712481282,0.8135263170562359,53/54,13/18,0.37,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9148535712481282,0.8135263170562359,54/54,14/18,0.34,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9148535712481282,0.8135263170562359,54/54,14/18,0.35,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9143660673121908,0.8150684751615466,53/54,12/18,0.28,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9143660673121908,0.814132152961476,53/54,12/18,0.29,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9143660673121908,0.814132152961476,53/54,13/18,0.34,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9142497075047302,0.8125879937378319,53/54,13/18,0.33,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9142497075047302,0.8125879937378319,53/54,13/18,0.35,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9142497075047302,0.8125879937378319,53/54,13/18,0.36,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9142497075047302,0.8125879937378319,54/54,14/18,0.34,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9142497075047302,0.8125879937378319,54/54,14/18,0.32,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9142497075047302,0.8125879937378319,54/54,14/18,0.33,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.913762525353569,0.814132152961476,54/54,13/18,0.27,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9136458437613321,0.8125879937378319,53/54,13/18,0.32,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9136458437613321,0.8116496704194278,53/54,13/18,0.34,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9136458437613321,0.8116496704194278,53/54,13/18,0.35,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9131589833949472,0.8131958307614052,54/54,13/18,0.26,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9131589833949472,0.8122595085613344,53/54,13/18,0.33,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9130419800179339,0.8238478735586794,53/54,17/18,0.54,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9130419800179339,0.8107113471010239,53/54,13/18,0.34,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9125554414363252,0.8131958307614052,54/54,13/18,0.27,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9124381162745357,0.8229095502402755,53/54,17/18,0.53,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9124381162745357,0.8229095502402755,53/54,17/18,0.55,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9124381162745357,0.8229095502402755,53/54,17/18,0.56,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9124381162745357,0.8229095502402755,53/54,17/18,0.57,clip_mean
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9124381162745357,0.8107113471010239,53/54,13/18,0.33,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9124381162745357,0.80977302378262,53/54,13/18,0.32,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9124381162745357,0.80977302378262,53/54,13/18,0.33,clip_top3
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9124381162745357,0.80977302378262,54/54,14/18,0.31,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9119518994777033,0.8103868641611931,53/54,13/18,0.32,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.8229095502402755,53/54,17/18,0.58,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.8219712269218714,53/54,17/18,0.52,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.8219712269218714,53/54,17/18,0.59,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.8219712269218714,53/54,17/18,0.54,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.8219712269218714,53/54,17/18,0.55,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.8219712269218714,53/54,17/18,0.56,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.8219712269218714,53/54,17/18,0.57,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.8219712269218714,53/54,17/18,0.58,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.80977302378262,53/54,13/18,0.31,need_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9118342525311376,0.80977302378262,53/54,13/18,0.32,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9113483575190813,0.8094505419611224,53/54,12/18,0.29,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9113483575190813,0.8094505419611224,53/54,13/18,0.31,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8229095502402755,53/54,17/18,0.63,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8219712269218714,53/54,17/18,0.59,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8219712269218714,53/54,17/18,0.57,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8219712269218714,53/54,17/18,0.58,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8219712269218714,53/54,17/18,0.60,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8210329036034675,53/54,17/18,0.58,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8210329036034675,53/54,17/18,0.60,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8210329036034675,53/54,17/18,0.52,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8210329036034675,53/54,17/18,0.53,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8210329036034675,53/54,17/18,0.51,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8210329036034675,53/54,17/18,0.53,critical_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.8210329036034675,53/54,17/18,0.59,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9112303887877397,0.808834700464216,53/54,13/18,0.31,clip_top3
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9107448155604596,0.8113231863612639,53/54,12/18,0.26,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9107448155604596,0.8103868641611931,54/54,13/18,0.25,critical_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9107448155604596,0.8085142197610516,53/54,12/18,0.30,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8219712269218714,53/54,17/18,0.62,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8219712269218714,53/54,17/18,0.64,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8219712269218714,53/54,17/18,0.65,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8219712269218714,53/54,17/18,0.66,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8219712269218714,53/54,17/18,0.67,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8210329036034675,53/54,17/18,0.56,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8210329036034675,53/54,17/18,0.59,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8200945802850635,53/54,17/18,0.51,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8200945802850635,53/54,17/18,0.54,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8200945802850635,53/54,17/18,0.55,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8200945802850635,53/54,17/18,0.56,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8200945802850635,53/54,17/18,0.57,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8200945802850635,53/54,17/18,0.51,need_weighted_clip
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.8200945802850635,53/54,17/18,0.52,critical_weighted_clip
adqa_q-gpt-4o_g-claude-haiku-4-5,ensemble,0.9106265250443415,0.808834700464216,53/54,13/18,0.31,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9101412736018376,0.8113231863612639,53/54,12/18,0.25,clip_mean
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9101412736018376,0.8103868641611931,54/54,13/18,0.25,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9101412736018376,0.8103868641611931,54/54,13/18,0.26,need_weighted_clip
adqa_q-gpt-4o_g-gpt-4o,ensemble,0.9101412736018376,0.807577897560981,53/54,12/18,0.28,clip_top3
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.60,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.61,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.68,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.69,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.76,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.77,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.78,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.79,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.90,clip_mean
adqa_q-claude-haiku-4-5_g-claude-haiku-4-5,ensemble,0.9100226613009433,0.8210329036034675,53/54,17/18,0.91,clip_mean
