metric,higher_is_better,n_pairs,baseline_mean,candidate_condition,candidate_mean,mean_delta,wins,losses,ties,wilcoxon_p
feel_alignment,True,21,0.5051807633300905,tribe_balanced,0.5435844830387694,0.038403719708678785,12,8,1,0.28774311406824815
feel_abs_error,False,21,0.19174046869890127,tribe_balanced,0.20343400971578612,0.011693541016884891,7,12,2,0.8329309597021273
weighted_missing_need,False,21,0.19823361234559217,tribe_balanced,0.19058196217018714,-0.007651650175405034,9,10,2,0.5
weighted_surplus_text,False,21,0.2399312969842676,tribe_balanced,0.37106746361309695,0.1311361666288292,7,13,1,0.9663227215069944
dominant_match,True,21,0.0,tribe_balanced,0.23809523809523808,0.23809523809523808,5,0,16,0.012673659338734128
target_type_hit,True,21,0.38095238095238093,tribe_balanced,0.5714285714285714,0.19047619047619047,6,2,13,0.07864960352514253
target_and_second_hit,True,21,0.14285714285714285,tribe_balanced,0.23809523809523808,0.09523809523809523,3,1,17,0.15865525393145707
specificity_score,True,21,0.8928571428571429,tribe_balanced,0.5833333333333334,-0.30952380952380953,3,14,4,0.9990166244953163
