clip_idx,tier,gt,resampled_traj_cos,resampled_traj_gain_vs_audio,dtw_traj_similarity,shift_curve_corr,desc_steps,av_steps
0,tier3_va11y,3,0.4663788676261902,-0.18778325617313385,0.6684271991252899,0.3882489862023342,20,10
0,tier2_vatex_long,2,0.3407450318336487,-0.1786964237689972,0.670372486114502,0.08516838793213889,10,10
0,tier1_vatex_short,1,0.43339499831199646,-0.1177261471748352,0.6344408392906189,0.731869462816146,5,10
0,tier0_cross,0,0.3684811294078827,-0.18917199969291687,0.6473576724529266,0.8562639517495965,18,10
1,tier3_va11y,3,0.5750277042388916,-0.015234356746077538,0.715938150882721,0.9494086815514262,29,11
1,tier2_vatex_long,2,0.5380336046218872,-0.10035527497529984,0.7603499591350555,0.41787989879036813,7,11
1,tier1_vatex_short,1,0.5605318546295166,-0.06692834198474884,0.7465167045593262,0.12674057332324945,5,11
1,tier0_cross,0,0.6280827522277832,-0.12448742240667343,0.781752273440361,0.9162144901046463,18,11
