video_id,category,tier3_rank_pct,tier3_minus_tier0,tier3_minus_tier1,tier3_minus_tier2,tier0_source_minus_target,tier0_source_rank_pct,tier0_target_rank_pct,adqa_fail,ensemble_fail,mean_visual_gap,max_visual_gap,top1_vs_uniform,dominant_clip_type
8vkNr_eysXY_000002_000012,How-to & Instructional,0.7627118644067796,0.06779661016949146,0.22033898305084743,0.38983050847457623,0.15254237288135586,0.847457627118644,0.6949152542372882,1,0,0.4790613306121493,1.2667515246909897,2.6442366430876856,scene_spatial
9eBhetL8n5Q_000222_000232,People & Vlogs,0.847457627118644,0.22033898305084743,0.11864406779661019,-0.016949152542372947,-0.5932203389830508,0.03389830508474576,0.6271186440677966,0,0,0.14147990362291418,0.34703246003305044,2.4528745860471792,scene_spatial
9fuIpQgnNEQ_000049_000059,Event,0.03389830508474576,0.01694915254237288,-0.0847457627118644,-0.06779661016949154,0.3728813559322034,0.3898305084745763,0.01694915254237288,0,0,0.08256238289820637,0.43344505795107424,5.249909737773455,scene_spatial
A0e7Z55s8pE_000008_000018,How-to & Instructional,0.3898305084745763,0.050847457627118675,-0.05084745762711862,-0.15254237288135591,0.1694915254237288,0.5084745762711864,0.3389830508474576,0,0,0.15554551796359717,0.3003551588281119,1.9309791934885905,scene_spatial
AEkLDauJVi0_000069_000079,Food & Cooking,0.5084745762711864,0.0,0.05084745762711862,0.03389830508474573,0.13559322033898302,0.6440677966101694,0.5084745762711864,0,0,0.2749336523151358,0.41823743215332343,1.5212304082511126,scene_spatial
BHxn3qfPAl4_000018_000028,Health & Wellness,0.6440677966101694,-0.05084745762711873,-0.11864406779661019,-0.05084745762711873,-0.33898305084745767,0.3559322033898305,0.6949152542372882,0,0,0.3167171812470297,1.0809082613645236,3.4128500926555296,agent_action
BcW6Y7eufQE_000239_000249,People & Vlogs,0.3559322033898305,-0.11864406779661019,-0.3220338983050847,-0.5593220338983051,0.1016949152542373,0.576271186440678,0.4745762711864407,0,0,0.3297555207931808,0.9195952474135034,2.788718275895868,scene_spatial
Bss3WwpDdS8_000041_000051,People & Vlogs,0.576271186440678,0.1864406779661017,-0.288135593220339,-0.3389830508474576,0.03389830508474573,0.423728813559322,0.3898305084745763,0,0,0.1799310506735872,0.24062910494528467,1.337340631561196,scene_spatial
Ccgwurislg8_000082_000092,How-to & Instructional,0.423728813559322,0.016949152542372836,0.288135593220339,0.22033898305084743,0.4576271186440678,0.864406779661017,0.4067796610169492,1,0,0.1984037632041385,0.6006253530729058,3.027288108718582,scene_spatial
D297atE3gag_000203_000213,How-to & Instructional,0.864406779661017,0.2033898305084746,0.15254237288135597,0.22033898305084754,0.3220338983050848,0.9830508474576272,0.6610169491525424,0,0,0.1299239569883623,0.39717339339819524,3.0569681112296423,agent_action
EA3HCx0yTIY_000281_000291,Music,0.9830508474576272,0.0,0.13559322033898313,0.0,-0.4067796610169492,0.576271186440678,0.9830508474576272,0,0,0.7485097452540056,1.1738605590729794,1.5682635617184006,agent_action
F-mRnL_XmJU_000000_000010,Entertainment,0.576271186440678,0.05084745762711862,0.0,-0.03389830508474578,0.423728813559322,0.9491525423728814,0.5254237288135594,0,0,0.36214732319312576,1.4402525697364772,3.976979746909298,scene_spatial
GOH6fBhoi2o_000010_000020,Entertainment,0.9491525423728814,0.10169491525423735,0.05084745762711862,0.05084745762711862,-0.4915254237288135,0.3559322033898305,0.847457627118644,1,1,0.818331242947543,1.0077491301049082,1.231468477819693,scene_spatial
HpRmj5ce32c_000001_000011,Sports,0.3559322033898305,0.23728813559322032,-0.3050847457627119,0.1864406779661017,0.6949152542372882,0.8135593220338984,0.11864406779661017,0,0,0.5038012674053584,0.8163882973825453,1.6204570139075882,scene_spatial
N-LZPc27kjM_000229_000239,How-to & Instructional,0.8135593220338984,0.08474576271186451,0.3220338983050848,0.288135593220339,0.016949152542372947,0.7457627118644068,0.7288135593220338,0,0,0.09256529634864843,0.2224456404409303,2.4031213555789392,scene_spatial
OASCPKazLIM_000132_000142,How-to & Instructional,0.7457627118644068,0.06779661016949157,0.18644067796610175,0.1694915254237288,0.10169491525423735,0.7796610169491526,0.6779661016949152,0,0,0.16810691305391517,0.41541523801848446,2.4711371499948527,scene_spatial
RjPp0ZPW0yc_000000_000010,How-to & Instructional,0.7796610169491526,-0.11864406779661019,0.13559322033898313,-0.0847457627118644,-0.5932203389830508,0.3050847457627119,0.8983050847457628,0,0,0.2663328261450171,0.40561520414596874,1.5229636166783023,scene_spatial
RlfVK8z5wJ0_000000_000010,Sports,0.3050847457627119,-0.03389830508474573,-0.03389830508474573,-0.06779661016949151,0.6271186440677966,0.9661016949152542,0.3389830508474576,0,0,0.27812995372929294,0.5577384386638331,2.0053159725711756,scene_spatial
S-C86j0keqc_000217_000227,Event,0.9661016949152542,-0.016949152542372947,0.03389830508474578,-0.016949152542372947,-0.4067796610169492,0.576271186440678,0.9830508474576272,0,0,0.24730429018436648,1.1544561232218353,4.668160517398154,agent_action
ShSSAEfnyDs_000000_000010,Entertainment,0.576271186440678,-0.06779661016949146,0.25423728813559326,0.1016949152542373,0.2033898305084746,0.847457627118644,0.6440677966101694,1,0,0.08822300854684657,0.11807211717465615,1.3383370066320017,scene_spatial
Xdz1cxEjLYc_000007_000017,Food & Cooking,0.847457627118644,0.016949152542372836,0.2542372881355932,0.1694915254237288,-0.8305084745762712,0.0,0.8305084745762712,0,0,0.045408382179413634,0.13495272105603096,2.9719781806543457,scene_spatial
Z5w-wkrjHuw_000345_000355,Entertainment,0.0,0.0,-0.01694915254237288,-0.01694915254237288,0.864406779661017,0.864406779661017,0.0,0,0,0.08389665934255087,0.17610657414701836,2.099089231049993,scene_spatial
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,0.864406779661017,-0.06779661016949146,0.2033898305084746,0.13559322033898313,0.016949152542372947,0.9491525423728814,0.9322033898305084,0,0,0.23782107649138612,0.7005952820630961,2.945892317027131,scene_spatial
_TKzyWZHjm8_000002_000012,Health & Wellness,0.9491525423728814,0.0,0.03389830508474578,0.016949152542372947,-0.06779661016949157,0.8813559322033898,0.9491525423728814,0,0,0.4940985420573885,1.321116843086283,2.6737922309692586,scene_spatial
_oAKCHh_Av4_000003_000013,People & Vlogs,0.8813559322033898,-0.016949152542372947,-0.03389830508474578,-0.016949152542372947,-0.7118644067796611,0.1864406779661017,0.8983050847457628,0,0,0.3309372605313422,0.654070096417799,1.9764172078044195,scene_spatial
bgt29znHCzs_000343_000353,Sports,0.1864406779661017,0.0,0.11864406779661017,0.11864406779661017,0.5593220338983051,0.7457627118644068,0.1864406779661017,0,0,0.09893435754056168,0.2607039636667312,2.6351206006451933,agent_action
c_gQ9CSaZY4_000000_000010,How-to & Instructional,0.7457627118644068,0.05084745762711862,0.23728813559322037,0.10169491525423735,-0.288135593220339,0.4067796610169492,0.6949152542372882,0,0,0.1399189380536967,0.352719957851357,2.520887899506453,scene_spatial
crjesEwF0Ks_000197_000207,How-to & Instructional,0.4067796610169492,0.0,0.2542372881355932,0.06779661016949157,0.23728813559322026,0.6440677966101694,0.4067796610169492,1,0,0.3278958838994596,0.9026884582180909,2.7529728262611424,scene_spatial
d7_SY48r__8_000060_000070,How-to & Instructional,0.6440677966101694,0.06779661016949146,0.23728813559322026,0.20338983050847453,0.18644067796610164,0.7627118644067796,0.576271186440678,1,1,0.3357883333321757,1.2900624561536096,3.841891835108596,agent_action
dlBeUWrse3I_000019_000029,How-to & Instructional,0.7627118644067796,0.0,0.38983050847457623,0.2542372881355932,-0.4406779661016949,0.3220338983050847,0.7627118644067796,0,0,0.32436410319642284,1.3775210861939686,4.246835801555369,agent_action
eb-ufaFcUas_000008_000018,Entertainment,0.3220338983050847,0.03389830508474573,0.016949152542372836,0.016949152542372836,-0.2542372881355932,0.03389830508474576,0.288135593220339,0,0,0.049808726416120594,0.19568934385978232,3.9288164532640506,scene_spatial
g8Idd47kGqo_000037_000047,Entertainment,0.03389830508474576,-0.03389830508474576,-0.2711864406779661,-0.2542372881355932,0.5423728813559322,0.6101694915254238,0.06779661016949153,1,0,0.2823850458411598,0.6473849405803418,2.292560991152813,scene_spatial
gFBO3zrod9Y_000005_000015,People & Vlogs,0.6101694915254238,-0.13559322033898302,-0.1694915254237288,0.2033898305084746,-0.4915254237288136,0.2542372881355932,0.7457627118644068,0,0,0.281395414445399,0.5856489099335302,2.0812311781547086,agent_action
h8wsO9A9v_c_000016_000026,People & Vlogs,0.2542372881355932,0.033898305084745756,-0.13559322033898308,0.10169491525423727,0.23728813559322035,0.4576271186440678,0.22033898305084745,0,0,0.05605401106280417,0.13834739421470932,2.4681087328380795,scene_spatial
heWD9j45Emw_000225_000235,Music,0.4576271186440678,-0.01694915254237289,0.1864406779661017,0.0,0.11864406779661013,0.5932203389830508,0.4745762711864407,0,0,0.05110901615036232,0.1001261679589639,1.9590705417688632,scene_spatial
iEAWgsSvJAE_000023_000033,Film & Animation,0.5932203389830508,-0.016949152542372947,-0.27118644067796616,-0.27118644067796616,-0.03389830508474578,0.576271186440678,0.6101694915254238,0,0,0.3210530627888026,1.3035904053019887,4.060358103979609,agent_action
iGmGQxox43I_000000_000010,How-to & Instructional,0.576271186440678,-0.15254237288135586,-0.15254237288135586,-0.15254237288135586,-0.5932203389830508,0.13559322033898305,0.7288135593220338,0,0,0.18212301541777867,1.0863189082371136,5.964753580129161,agent_action
iZP6gjlr_nM_000113_000123,How-to & Instructional,0.13559322033898305,0.016949152542372878,-0.0847457627118644,-0.1016949152542373,0.20338983050847453,0.3220338983050847,0.11864406779661017,0,0,0.24478121915430404,0.7526990299855018,3.0749868498327024,scene_spatial
j4CKRgv3jUg_000000_000010,Entertainment,0.3220338983050847,0.05084745762711862,-0.08474576271186446,-0.08474576271186446,0.25423728813559326,0.5254237288135594,0.2711864406779661,0,0,0.39633441880545184,0.7253805587851099,1.8302234788777618,scene_spatial
j6CgiNeWQwM_000842_000852,Food & Cooking,0.5254237288135594,0.06779661016949157,0.15254237288135597,0.050847457627118675,0.4576271186440678,0.9152542372881356,0.4576271186440678,0,0,0.1312230357136999,0.21439319497708154,1.6338076147303955,scene_spatial
jeweRSnAJeo_000050_000060,Film & Animation,0.9152542372881356,0.05084745762711862,0.11864406779661019,0.10169491525423724,-0.6101694915254238,0.2542372881355932,0.864406779661017,0,0,0.29497734848555496,0.5153065741077678,1.7469360842566608,scene_spatial
lgJywzzdUC8_000000_000010,Event,0.2542372881355932,-0.1694915254237288,0.05084745762711862,0.016949152542372864,0.15254237288135597,0.576271186440678,0.423728813559322,0,0,0.19169140750254027,0.3726289204622779,1.9438999656640314,scene_spatial
rGQ64NXktF8_000006_000016,People & Vlogs,0.576271186440678,0.05084745762711862,-0.05084745762711862,0.1016949152542373,-0.47457627118644075,0.05084745762711865,0.5254237288135594,0,0,0.09127928467589778,0.17519016065690773,1.9192762221893982,scene_spatial
u-olDM7oGGM_000012_000022,Health & Wellness,0.05084745762711865,-0.06779661016949153,0.016949152542372885,-0.05084745762711865,-0.03389830508474577,0.0847457627118644,0.11864406779661017,0,0,0.1198731951225767,0.3219531003410223,2.6857805868260054,scene_spatial
v2Hr1CH-yb0_000076_000086,How-to & Instructional,0.0847457627118644,-0.1016949152542373,0.0,0.06779661016949153,0.06779661016949151,0.2542372881355932,0.1864406779661017,0,0,0.42448630480375504,1.6433004227278163,3.8712684110916915,scene_spatial
wbOD_G3ttgU_000083_000093,How-to & Instructional,0.2542372881355932,0.033898305084745756,0.0847457627118644,0.06779661016949151,0.6779661016949153,0.8983050847457628,0.22033898305084745,0,0,0.06195286010795551,0.16275834985954518,2.62713213846676,scene_spatial
xW6hpK-DBMY_000080_000090,How-to & Instructional,0.8983050847457628,-0.0847457627118644,0.0,-0.0847457627118644,-0.576271186440678,0.4067796610169492,0.9830508474576272,0,0,0.1357094317782581,0.4012098956713289,2.9563891795441624,agent_action
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",0.4067796610169492,0.1016949152542373,0.35593220338983056,0.13559322033898308,0.13559322033898302,0.4406779661016949,0.3050847457627119,0,0,0.11940467948937346,0.26673991495174454,2.2339150868495343,agent_action
zTJ0Zbv1jBo_000045_000055,Health & Wellness,0.4406779661016949,0.2711864406779661,-0.3220338983050847,-0.3220338983050847,0.8305084745762712,1.0,0.1694915254237288,0,0,0.5920116555955585,1.0262665348950901,1.7335242054696969,scene_spatial
